,start_station_name,end_station_name,value
29542,44 St & 2 Ave,Washington St & Gansevoort St,2.0
29544,44 St & 2 Ave,Wythe Ave & Metropolitan Ave,2.0
3176,1 Ave & E 44 St,Atlantic Ave & Fort Greene Pl,2.0
223279,Union Ave & N 12 St,Court St & Nelson St,2.0
160792,Kent St & McGuinness Blvd,31 Ave & 14 St,2.0
113843,E 27 St & Park Ave S,Clinton Ave & Flushing Ave,2.0
113846,E 27 St & Park Ave S,Columbia Heights & Cranberry St,2.0
17247,25 Ave & 41 St,Kent Ave & Division Ave,2.0
71053,Brooklyn Bridge Park - Pier 2,Hudson St & W 13 St,2.0
71071,Brooklyn Bridge Park - Pier 2,Kent Ave & S 11 St,2.0
218256,St. Anns Av & Bruckner Blvd,Tiebout Ave & E 184 St,2.0
218260,St. Anns Av & Bruckner Blvd,University Ave & Brandt Pl,2.0
218265,St. Anns Av & Bruckner Blvd,W 110 St & Amsterdam Ave,2.0
252031,W 63 St & Broadway,Avenue D & E 10 St,2.0
252037,W 63 St & Broadway,Brooklyn Bridge Park - Pier 2,2.0
252039,W 63 St & Broadway,Carroll St & Bond St,2.0
252040,W 63 St & Broadway,Catherine St & Monroe St,2.0
252086,W 63 St & Broadway,Macombs Pl & W 152 St,2.0
252087,W 63 St & Broadway,Market St & Cherry St,2.0
252099,W 63 St & Broadway,Pike St & Monroe St,2.0
113839,E 27 St & Park Ave S,Carlton Ave & Flushing Ave,2.0
168199,Little West St & 1 Pl,E 106 St & Lexington Ave,2.0
18562,3 Ave & 17 St,Columbia St & Degraw St,2.0
18563,3 Ave & 17 St,Columbia St & Kane St,2.0
218249,St. Anns Av & Bruckner Blvd,St Nicholas Ave & W 150 St,2.0
71076,Brooklyn Bridge Park - Pier 2,Knickerbocker Ave & Thames St,2.0
113884,E 27 St & Park Ave S,Morton St & West St,2.0
113889,E 27 St & Park Ave S,Old Fulton St,2.0
252024,W 63 St & Broadway,9 St & 44 Rd,2.0
168163,Little West St & 1 Pl,Commerce St & Van Brunt St,2.0
168168,Little West St & 1 Pl,Court St & Nelson St,2.0
168170,Little West St & 1 Pl,Crescent St & 34 Ave,2.0
168178,Little West St & 1 Pl,Degraw St & Hoyt St,2.0
168181,Little West St & 1 Pl,Devoe St & Lorimer St,2.0
168182,Little West St & 1 Pl,Devoe St & Morgan Ave,2.0
168186,Little West St & 1 Pl,Douglass St & 3 Ave,2.0
168191,Little West St & 1 Pl,Dyckman St & Henshaw St,2.0
122162,E 55 St & 2 Ave,Degraw St & Hoyt St,2.0
122166,E 55 St & 2 Ave,Dyckman St & Henshaw St,2.0
122173,E 55 St & 2 Ave,E 20 St & FDR Drive,2.0
113783,E 27 St & 1 Ave,Vernon Blvd & 50 Ave,2.0
113786,E 27 St & 1 Ave,W 120 St & Claremont Ave,2.0
113801,E 27 St & 1 Ave,Water St & Main St,2.0
113806,E 27 St & 1 Ave,Willis Ave & Bruckner Blvd,2.0
113808,E 27 St & 1 Ave,Wythe Ave & Metropolitan Ave,2.0
223260,Union Ave & N 12 St,Broad St & Bridge St,2.0
223265,Union Ave & N 12 St,Carroll St & Bond St,2.0
223272,Union Ave & N 12 St,Coffey St & Conover St,2.0
122149,E 55 St & 2 Ave,Broad St & Bridge St,2.0
122150,E 55 St & 2 Ave,Broadway & 12 St,2.0
122151,E 55 St & 2 Ave,Bronx Shore Comfort Station,2.0
122153,E 55 St & 2 Ave,Carroll St & Bond St,2.0
122160,E 55 St & 2 Ave,Columbia Heights & Cranberry St,2.0
246980,W 44 St & 11 Ave,46 Ave & 5 St,2.0
160756,Kent Ave & S 11 St,W 43 St & 10 Ave,2.0
160758,Kent Ave & S 11 St,W 45 St & 8 Ave,2.0
160762,Kent Ave & S 11 St,W 84 St & Columbus Ave,2.0
160763,Kent Ave & S 11 St,W Broadway & W Houston St,2.0
160785,Kent St & McGuinness Blvd,1 Ave & E 94 St,2.0
160787,Kent St & McGuinness Blvd,12 Ave & W 40 St,2.0
160790,Kent St & McGuinness Blvd,30 Ave & 12 St,2.0
218266,St. Anns Av & Bruckner Blvd,W 111 St & 5 Ave,2.0
218267,St. Anns Av & Bruckner Blvd,W 135 St & Lenox Terrace Pl,2.0
18571,3 Ave & 17 St,Pearl St & Hanover Square,2.0
18572,3 Ave & 17 St,Pioneer St & Van Brunt St,2.0
18573,3 Ave & 17 St,Riverside Blvd & W 67 St,2.0
18590,3 Ave & Carroll St,1 Ave & E 68 St,2.0
3193,1 Ave & E 44 St,Bergen St & Smith St,2.0
246976,W 44 St & 11 Ave,43 St & Broadway,2.0
36618,5 Ave & W 131 St,W Tremont Ave & Matthewson Rd,2.0
36621,5 Ave & W 131 St,Water St & Main St,2.0
36624,5 St & 51 Ave,1 Ave & E 18 St,2.0
36627,5 St & 51 Ave,1 Ave & E 68 St,2.0
36631,5 St & 51 Ave,10 Ave & W 14 St,2.0
3190,1 Ave & E 44 St,Bayard St & Leonard St,2.0
27647,4 Ave & E 12 St,7 St & 3 Ave,2.0
71098,Brooklyn Bridge Park - Pier 2,Lexington Ave & E 24 St,2.0
29525,44 St & 2 Ave,Commerce St & Van Brunt St,2.0
29526,44 St & 2 Ave,Court St & Nelson St,2.0
160729,Kent Ave & S 11 St,Suydam St & Knickerbocker Ave,2.0
160732,Kent Ave & S 11 St,Tompkins Ave & Hopkins St,2.0
160744,Kent Ave & S 11 St,Vernon Blvd & 50 Ave,2.0
160746,Kent Ave & S 11 St,W 21 St & 6 Ave,2.0
160751,Kent Ave & S 11 St,W 30 St & 10 Ave,2.0
223290,Union Ave & N 12 St,E 47 St & 1 Ave,2.0
168277,Little West St & 1 Pl,E 63 St & 3 Ave,2.0
218218,St. Anns Av & Bruckner Blvd,Ogden Ave & W 164 St,2.0
67784,Broadway & W 220 St,E 54 St & 1 Ave,2.0
67790,Broadway & W 220 St,E 81 St & York Ave,2.0
67794,Broadway & W 220 St,E 91 St & 2 Ave,2.0
246969,W 44 St & 11 Ave,38 Ave & 29 St,2.0
246970,W 44 St & 11 Ave,38 St & Northern Blvd,2.0
3168,1 Ave & E 44 St,Amsterdam Ave & W 125 St,2.0
113822,E 27 St & Park Ave S,45 Rd & 11 St,2.0
113828,E 27 St & Park Ave S,Adam Clayton Powell Blvd & W 151 St,2.0
252052,W 63 St & Broadway,Dyckman St & Staff St,2.0
252055,W 63 St & Broadway,E 132 St & Madison Ave,2.0
252073,W 63 St & Broadway,Front St & Washington St,2.0
252080,W 63 St & Broadway,Jerome Ave & Ogden Ave,2.0
168260,Little West St & 1 Pl,E 51 St & Lexington Ave,2.0
168276,Little West St & 1 Pl,E 60 St & York Ave,2.0
168314,Little West St & 1 Pl,Flushing Ave & Vanderbilt Ave,2.0
168319,Little West St & 1 Pl,Franklin Ave & Myrtle Ave,2.0
168327,Little West St & 1 Pl,Front St & Gold St,2.0
218206,St. Anns Av & Bruckner Blvd,Morningside Ave & W 123 St,2.0
38003,50 St & Northern Blvd,E 60 St & York Ave,2.0
38008,50 St & Northern Blvd,Metropolitan Ave & Vandervoort Ave,2.0
2484,1 Ave & E 39 St,Franklin St & Dupont St,2.0
2486,1 Ave & E 39 St,Frederick Douglass Blvd & Harlem River Dr,2.0
168295,Little West St & 1 Pl,E 82 St & East End Ave,2.0
53445,Atlantic Ave & Furman St,Manhattan Av & Leonard St,2.0
53454,Atlantic Ave & Furman St,Melrose St & Broadway,2.0
53455,Atlantic Ave & Furman St,Menahan St & Central Ave,2.0
168297,Little West St & 1 Pl,E 84 St & Park Ave,2.0
168298,Little West St & 1 Pl,E 85 St & 3 Ave,2.0
168301,Little West St & 1 Pl,E 89 St & 3 Ave,2.0
168310,Little West St & 1 Pl,Emerson Pl & Myrtle Ave,2.0
252123,W 63 St & Broadway,Stanton St & Mangin St,2.0
27628,4 Ave & 9 St,Yankee Ferry Terminal,2.0
218221,St. Anns Av & Bruckner Blvd,Plaza Dr & W 170 St,2.0
218230,St. Anns Av & Bruckner Blvd,Riverside Dr & W 72 St,2.0
218240,St. Anns Av & Bruckner Blvd,Southern Blvd & E 172 St,2.0
218241,St. Anns Av & Bruckner Blvd,Southern Blvd & E 174 St,2.0
168280,Little West St & 1 Pl,E 68 St & 3 Ave,2.0
168292,Little West St & 1 Pl,E 80 St & 2 Ave,2.0
113770,E 27 St & 1 Ave,Riverside Dr & W 78 St,2.0
113773,E 27 St & 1 Ave,Roosevelt Island Tramway,2.0
113747,E 27 St & 1 Ave,Milton St & Franklin St,2.0
113751,E 27 St & 1 Ave,N 11 St & Kent Ave,2.0
113752,E 27 St & 1 Ave,N 15 St & Wythe Ave,2.0
71096,Brooklyn Bridge Park - Pier 2,Lewis Ave & Madison St,2.0
252104,W 63 St & Broadway,River Ave & E 151 St,2.0
252109,W 63 St & Broadway,Riverside Dr & W 145 St,2.0
113696,E 27 St & 1 Ave,9 St & 44 Rd,2.0
113707,E 27 St & 1 Ave,Broadway & 12 St,2.0
113709,E 27 St & 1 Ave,Bus Slip & State St,2.0
113710,E 27 St & 1 Ave,Carlton Ave & Flushing Ave,2.0
113711,E 27 St & 1 Ave,Carroll St & Bond St,2.0
113715,E 27 St & 1 Ave,Columbia Heights & Cranberry St,2.0
113718,E 27 St & 1 Ave,Ditmars Blvd & 19 St,2.0
113742,E 27 St & 1 Ave,Icahn Stadium,2.0
223325,Union Ave & N 12 St,River Ter & Warren St,2.0
223328,Union Ave & N 12 St,Riverside Dr & W 82 St,2.0
223336,Union Ave & N 12 St,Southpoint Park,2.0
160690,Kent Ave & S 11 St,Reade St & Broadway,2.0
160692,Kent Ave & S 11 St,Richardson St & N Henry St,2.0
160715,Kent Ave & S 11 St,St Marks Pl & 1 Ave,2.0
160717,Kent Ave & S 11 St,St Marks Pl & 4 Ave,2.0
160720,Kent Ave & S 11 St,Stanton St & Chrystie St,2.0
122226,E 55 St & 2 Ave,Smith St & 9 St,2.0
122236,E 55 St & 2 Ave,Vernon Blvd & 41 Rd,2.0
122240,E 55 St & 2 Ave,W 120 St & Claremont Ave,2.0
122256,E 55 St & 2 Ave,Water St & Main St,2.0
246930,W 44 St & 11 Ave,20 Ave & 31 St,2.0
246931,W 44 St & 11 Ave,20 Ave & 38 St,2.0
246935,W 44 St & 11 Ave,24 St & 41 Ave,2.0
246938,W 44 St & 11 Ave,3 Ave & E 100 St,2.0
2490,1 Ave & E 39 St,Frederick Douglass Blvd & W 145 St,2.0
113688,E 27 St & 1 Ave,3 St & Hoyt St,2.0
113689,E 27 St & 1 Ave,34th Ave & Vernon Blvd,2.0
113691,E 27 St & 1 Ave,45 Rd & 11 St,2.0
223315,Union Ave & N 12 St,North Moore St & Greenwich St,2.0
223321,Union Ave & N 12 St,Pier 40 - Hudson River Park,2.0
223322,Union Ave & N 12 St,Pike St & Monroe St,2.0
67803,Broadway & W 220 St,Edgecombe Ave & W 167 St,2.0
122294,E 56 St & 3 Ave,Astoria Park S & Shore Blvd,2.0
122296,E 56 St & 3 Ave,Ave D & E 8 St,2.0
122302,E 56 St & 3 Ave,Bridge St & Water St,2.0
122303,E 56 St & 3 Ave,Broad St & Bridge St,2.0
160655,Kent Ave & S 11 St,Myrtle Ave & Marcy Ave,2.0
160667,Kent Ave & S 11 St,Nostrand Ave & Myrtle Ave,2.0
160670,Kent Ave & S 11 St,Orchard St & Grand St,2.0
160674,Kent Ave & S 11 St,Park Ave & St Edwards St,2.0
246939,W 44 St & 11 Ave,3 Ave & E 112 St,2.0
246947,W 44 St & 11 Ave,3 St & Prospect Park West,2.0
246948,W 44 St & 11 Ave,30 Ave & 41 St,2.0
246949,W 44 St & 11 Ave,31 Ave & 14 St,2.0
122261,E 55 St & 2 Ave,Wyckoff St & Nevins St,2.0
122278,E 56 St & 3 Ave,27 Ave & 9 St,2.0
122282,E 56 St & 3 Ave,4 Ave & 3 St,2.0
122289,E 56 St & 3 Ave,5 St & 51 Ave,2.0
218170,St. Anns Av & Bruckner Blvd,Intervale Ave & Westchester Ave,2.0
218173,St. Anns Av & Bruckner Blvd,Jerome Ave & E Mosholu Parkway S,2.0
218174,St. Anns Av & Bruckner Blvd,Jerome Ave & Ogden Ave,2.0
71128,Brooklyn Bridge Park - Pier 2,Menahan St & Central Ave,2.0
71131,Brooklyn Bridge Park - Pier 2,Mercer St & Bleecker St,2.0
71138,Brooklyn Bridge Park - Pier 2,Monroe St & Classon Ave,2.0
113647,E 26 St & 3 Ave,Van Brunt St & Van Dyke St,2.0
160649,Kent Ave & S 11 St,Montrose Ave & Bushwick Ave,2.0
38016,50 St & Northern Blvd,Southpoint Park,2.0
168330,Little West St & 1 Pl,Frost St & Meeker Ave,2.0
168337,Little West St & 1 Pl,Garfield Pl & 8 Ave,2.0
168346,Little West St & 1 Pl,Grand Concourse & E 161 St,2.0
168352,Little West St & 1 Pl,Greene Ave & Nostrand Ave,2.0
168372,Little West St & 1 Pl,Henry St & Remsen St,2.0
168375,Little West St & 1 Pl,Hope St & Union Ave,2.0
168383,Little West St & 1 Pl,India St Pier,2.0
252154,W 63 St & Broadway,Willis Ave & Bruckner Blvd,2.0
27598,4 Ave & 9 St,Pearl St & Peck Slip,2.0
113583,E 26 St & 3 Ave,Dock 72 Way & Market St,2.0
113585,E 26 St & 3 Ave,Douglass St & 3 Ave,2.0
113586,E 26 St & 3 Ave,Dyckman St & Staff St,2.0
113587,E 26 St & 3 Ave,E 102 St & 1 Ave,2.0
113589,E 26 St & 3 Ave,E 20 St & FDR Drive,2.0
113602,E 26 St & 3 Ave,Franklin St & Dupont St,2.0
71150,Brooklyn Bridge Park - Pier 2,Myrtle Ave & Lewis Ave,2.0
71157,Brooklyn Bridge Park - Pier 2,N Moore St & Hudson St,2.0
71165,Brooklyn Bridge Park - Pier 2,North Moore St & Greenwich St,2.0
113614,E 26 St & 3 Ave,Metropolitan Ave & Stewart Ave,2.0
113622,E 26 St & 3 Ave,Old Fulton St,2.0
113638,E 26 St & 3 Ave,Riverside Dr & W 91 St,2.0
71114,Brooklyn Bridge Park - Pier 2,Madison St & Clinton St,2.0
71119,Brooklyn Bridge Park - Pier 2,Marcus Garvey Blvd & Macon St,2.0
218179,St. Anns Av & Bruckner Blvd,Lafayette Ave & Hunts Point Ave,2.0
218185,St. Anns Av & Bruckner Blvd,Lenox Ave & W 133 St,2.0
218186,St. Anns Av & Bruckner Blvd,Lenox Ave & W 140 St,2.0
218189,St. Anns Av & Bruckner Blvd,Lexington Ave & E 111 St,2.0
218197,St. Anns Av & Bruckner Blvd,Loring Pl North & W 183 St,2.0
168390,Little West St & 1 Pl,Johnson St & Gold St,2.0
168397,Little West St & 1 Pl,Kingston Ave & Herkimer St,2.0
168403,Little West St & 1 Pl,Lafayette Ave & Ft Greene Pl,2.0
160675,Kent Ave & S 11 St,Park Pl & Franklin Ave,2.0
36638,5 St & 51 Ave,21 St & 21 Ave,2.0
36642,5 St & 51 Ave,21 St & Hoyt Ave S,2.0
113649,E 26 St & 3 Ave,Vernon Blvd & 31 Ave,2.0
113653,E 26 St & 3 Ave,W 147 St & Adam Clayton Powell Blvd,2.0
113655,E 26 St & 3 Ave,W 155 St & Frederick Douglass Blvd,2.0
2468,1 Ave & E 39 St,Edgecombe Ave & W 145 St,2.0
218177,St. Anns Av & Bruckner Blvd,Jerome Ave & W 193 St,2.0
252193,W 64 St & Thelonious Monk Circle,27 St & Hunter St,2.0
113547,E 26 St & 3 Ave,4 Ave & 3 St,2.0
113552,E 26 St & 3 Ave,7 St & 3 Ave,2.0
113561,E 26 St & 3 Ave,Banker St & Meserole Ave,2.0
113562,E 26 St & 3 Ave,Bridge St & Water St,2.0
113570,E 26 St & 3 Ave,Center Blvd & 48 Ave,2.0
252131,W 63 St & Broadway,W 147 St & Adam Clayton Powell Blvd,2.0
252135,W 63 St & Broadway,W 163 St & Riverside Dr,2.0
55874,Avenue D & E 10 St,N 6 St & Bedford Ave,2.0
160619,Kent Ave & S 11 St,Lafayette St & E 8 St,2.0
160620,Kent Ave & S 11 St,Lafayette St & Jersey St,2.0
160624,Kent Ave & S 11 St,Leonard St & Maujer St,2.0
160627,Kent Ave & S 11 St,Lewis Ave & Madison St,2.0
160637,Kent Ave & S 11 St,Market St & Henry St,2.0
218145,St. Anns Av & Bruckner Blvd,Frederick Douglass Blvd & W 145 St,2.0
252187,W 64 St & Thelonious Monk Circle,21 St & 23 Ave,2.0
122318,E 56 St & 3 Ave,Dock St & Front St,2.0
246894,W 43 St & 10 Ave,Willis Ave & Bruckner Blvd,2.0
246897,W 44 St & 11 Ave,1 Ave & E 110 St,2.0
223363,Union Ave & N 12 St,West Thames St,2.0
223364,Union Ave & N 12 St,Wyckoff St & Nevins St,2.0
223374,Union Ave & Wallabout St,3 St & 3 Ave,2.0
223379,Union Ave & Wallabout St,48 Ave & 31 St,2.0
223380,Union Ave & Wallabout St,5 St & Market St,2.0
113612,E 26 St & 3 Ave,Macombs Pl & W 152 St,2.0
71143,Brooklyn Bridge Park - Pier 2,Morgan Ave & Lombardy St,2.0
53431,Atlantic Ave & Furman St,Linden St & Knickerbocker Ave,2.0
168410,Little West St & 1 Pl,Lenox Ave & W 111 St,2.0
9952,12 Ave & W 125 St,Rivington St & Chrystie St,2.0
9955,12 Ave & W 125 St,Rutgers St & Henry St,2.0
218141,St. Anns Av & Bruckner Blvd,Frederick Douglass Blvd & W 115 St,2.0
122312,E 56 St & 3 Ave,Clinton St & Cherry St,2.0
55868,Avenue D & E 10 St,Myrtle Ave & Fleet Pl,2.0
223347,Union Ave & N 12 St,W 10 St & Washington St,2.0
223348,Union Ave & N 12 St,W 15 St & 10 Ave,2.0
223350,Union Ave & N 12 St,W 34 St & 11 Ave,2.0
223351,Union Ave & N 12 St,W 44 St & 11 Ave,2.0
223352,Union Ave & N 12 St,W 52 St & 11 Ave,2.0
223356,Union Ave & N 12 St,Washington St & Laight St,2.0
223360,Union Ave & N 12 St,Watts St & Greenwich St,2.0
29575,44 St & 3 Ave,Railroad Ave & Kay Ave,2.0
246826,W 43 St & 10 Ave,Milton St & Franklin St,2.0
160608,Kent Ave & S 11 St,Kent St & McGuinness Blvd,2.0
160609,Kent Ave & S 11 St,King St & Varick St,2.0
160613,Kent Ave & S 11 St,Kosciuszko St & Nostrand Ave,2.0
160614,Kent Ave & S 11 St,Kosciuszko St & Tompkins Ave,2.0
55857,Avenue D & E 10 St,Metropolitan Ave & Meeker Ave,2.0
55867,Avenue D & E 10 St,Murray St\t& West St,2.0
252232,W 64 St & Thelonious Monk Circle,47 Ave & 31 St,2.0
67751,Broadway & W 220 St,Courtlandt Ave & E 149 St,2.0
67752,Broadway & W 220 St,Creston Ave & E 178 St,2.0
67755,Broadway & W 220 St,Decatur Ave & Bedford Park Blvd,2.0
29562,44 St & 3 Ave,Coffey St & Ferris St,2.0
29567,44 St & 3 Ave,Douglass St & 3 Ave,2.0
29569,44 St & 3 Ave,Franklin St & Dupont St,2.0
29573,44 St & 3 Ave,N 11 St & Kent Ave,2.0
252137,W 63 St & Broadway,W 218 St & Broadway,2.0
252149,W 63 St & Broadway,Water St & Gouverneur Ln,2.0
218151,St. Anns Av & Bruckner Blvd,Gerard Ave & E 164 St,2.0
218152,St. Anns Av & Bruckner Blvd,Gerard Ave & E 165 St,2.0
218160,St. Anns Av & Bruckner Blvd,Grand Concourse & E 167 St,2.0
9975,12 Ave & W 125 St,Spruce St & Nassau St,2.0
9977,12 Ave & W 125 St,St Marks Pl & 1 Ave,2.0
53387,Atlantic Ave & Furman St,Jackson St & Leonard St,2.0
252216,W 64 St & Thelonious Monk Circle,34 St & 38 Ave,2.0
252217,W 64 St & Thelonious Monk Circle,35 Ave & 37 St,2.0
252230,W 64 St & Thelonious Monk Circle,46 Ave & 5 St,2.0
168498,Little West St & 1 Pl,Pierrepont St & Monroe Pl,2.0
168502,Little West St & 1 Pl,Plaza St West & Flatbush Ave,2.0
168503,Little West St & 1 Pl,Pleasant Ave & E 116 St,2.0
168521,Little West St & 1 Pl,Riverside Dr & W 138 St,2.0
168522,Little West St & 1 Pl,Riverside Dr & W 145 St,2.0
218124,St. Anns Av & Bruckner Blvd,E 85 St & York Ave,2.0
218129,St. Anns Av & Bruckner Blvd,E 97 St & 3 Ave,2.0
218130,St. Anns Av & Bruckner Blvd,E 97 St & Madison Ave,2.0
14459,2 Ave & E 96 St,47 Ave & 31 St,2.0
113504,E 25 St & 2 Ave,Union St & Nevins St,2.0
71181,Brooklyn Bridge Park - Pier 2,Pearl St & Peck Slip,2.0
252206,W 64 St & Thelonious Monk Circle,30 Ave & 47 St,2.0
252209,W 64 St & Thelonious Monk Circle,31 Ave & 61 St,2.0
252179,W 64 St & Thelonious Monk Circle,2 Ave & E 122 St,2.0
53404,Atlantic Ave & Furman St,Knickerbocker Ave & Thames St,2.0
168454,Little West St & 1 Pl,Montrose Ave & Bushwick Ave,2.0
168473,Little West St & 1 Pl,Nassau Ave & Russell St,2.0
168474,Little West St & 1 Pl,Nassau St & Navy St,2.0
218101,St. Anns Av & Bruckner Blvd,E 174 St & Longfellow Ave,2.0
218102,St. Anns Av & Bruckner Blvd,E 182 St & Morris Ave,2.0
218107,St. Anns Av & Bruckner Blvd,E 40 St & Park Ave,2.0
223361,Union Ave & N 12 St,West St & Chambers St,2.0
71203,Brooklyn Bridge Park - Pier 2,Prospect Park W & 20 St,2.0
71208,Brooklyn Bridge Park - Pier 2,Pulaski St & Marcus Garvey Blvd,2.0
113507,E 25 St & 2 Ave,Vernon Blvd & 31 Ave,2.0
113532,E 25 St & 2 Ave,Whitehall St & Bridge St,2.0
27618,4 Ave & 9 St,Washington St & Laight St,2.0
27624,4 Ave & 9 St,West Thames St,2.0
252169,W 64 St & Thelonious Monk Circle,10 St & 7 Ave,2.0
160576,Kent Ave & S 11 St,Great Jones St,2.0
160578,Kent Ave & S 11 St,Greene St & Prince St,2.0
160582,Kent Ave & S 11 St,Grove St & Broadway,2.0
160587,Kent Ave & S 11 St,Henry St & Grand St,2.0
160595,Kent Ave & S 11 St,Humboldt St & Varet St,2.0
246910,W 44 St & 11 Ave,10 Ave & W 204 St,2.0
246914,W 44 St & 11 Ave,11 Ave & Prospect Ave,2.0
246923,W 44 St & 11 Ave,2 Ave & E 104 St,2.0
246843,W 43 St & 10 Ave,Pleasant Ave & E 120 St,2.0
246844,W 43 St & 10 Ave,Railroad Ave & Kay Ave,2.0
67769,Broadway & W 220 St,E 132 St & Madison Ave,2.0
122370,E 56 St & 3 Ave,Riverside Dr & W 145 St,2.0
223397,Union Ave & Wallabout St,Columbia St & Degraw St,2.0
223414,Union Ave & Wallabout St,Henry St & Bay St,2.0
223415,Union Ave & Wallabout St,India St Pier,2.0
160568,Kent Ave & S 11 St,Garfield Pl & 8 Ave,2.0
71215,Brooklyn Bridge Park - Pier 2,River Ter & Warren St,2.0
71217,Brooklyn Bridge Park - Pier 2,Riverside Dr & W 82 St,2.0
71235,Brooklyn Bridge Park - Pier 2,Sharon St & Olive St,2.0
113476,E 25 St & 2 Ave,N 15 St & Wythe Ave,2.0
223387,Union Ave & Wallabout St,Bay St & Court St,2.0
223395,Union Ave & Wallabout St,Coffey St & Conover St,2.0
246830,W 43 St & 10 Ave,N 11 St & Kent Ave,2.0
246841,W 43 St & 10 Ave,Pioneer St & Van Brunt St,2.0
38041,51 St & 43 Ave,Astoria Park S & Shore Blvd,2.0
38042,51 St & 43 Ave,Banker St & Meserole Ave,2.0
38055,51 St & 43 Ave,E 58 St & 1 Ave (NE Corner),2.0
5900,10 Ave & W 14 St,E 3 St & Church Ave,2.0
218089,St. Anns Av & Bruckner Blvd,E 160 St & Tinton Ave,2.0
218091,St. Anns Av & Bruckner Blvd,E 161 St & River Ave,2.0
113467,E 25 St & 2 Ave,Lenox Ave & W 144 St,2.0
71214,Brooklyn Bridge Park - Pier 2,Richardson St & N Henry St,2.0
113430,E 25 St & 2 Ave,Columbia St & Kane St,2.0
113432,E 25 St & 2 Ave,Court St & Nelson St,2.0
218073,St. Anns Av & Bruckner Blvd,E 141 St & Jackson Ave,2.0
218076,St. Anns Av & Bruckner Blvd,E 144 St & Brook Ave,2.0
38026,51 St & 43 Ave,12 Ave & W 40 St,2.0
38032,51 St & 43 Ave,45 Rd & 11 St,2.0
38035,51 St & 43 Ave,47 Ave & Skillman Ave,2.0
38040,51 St & 43 Ave,9 St & 44 Rd,2.0
71267,Brooklyn Bridge Park - Pier 2,Sullivan St & Washington Sq,2.0
113437,E 25 St & 2 Ave,Dwight St & Van Dyke St,2.0
113439,E 25 St & 2 Ave,E 106 St & 1 Ave,2.0
113440,E 25 St & 2 Ave,E 132 St & Madison Ave,2.0
113464,E 25 St & 2 Ave,Kent Ave & Division Ave,2.0
113399,E 25 St & 2 Ave,4 Ave & 3 St,2.0
113415,E 25 St & 2 Ave,Banker St & Meserole Ave,2.0
113421,E 25 St & 2 Ave,Carlton Ave & Flushing Ave,2.0
53334,Atlantic Ave & Furman St,Graham Ave & Herbert St,2.0
218056,St. Anns Av & Bruckner Blvd,E 116 St & 2 Ave,2.0
218061,St. Anns Av & Bruckner Blvd,E 128 St & 3 Ave,2.0
218062,St. Anns Av & Bruckner Blvd,E 128 St & Madison Ave,2.0
27582,4 Ave & 9 St,Harrison Pl & Porter Ave,2.0
27584,4 Ave & 9 St,India St Pier,2.0
27587,4 Ave & 9 St,Kent Ave & S 11 St,2.0
27589,4 Ave & 9 St,Market St & Cherry St,2.0
113485,E 25 St & 2 Ave,Pioneer St & Van Brunt St,2.0
113494,E 25 St & 2 Ave,Riverside Dr & W 82 St,2.0
14432,2 Ave & E 72 St,Water St & Gouverneur Ln,2.0
14433,2 Ave & E 72 St,Water St & Main St,2.0
168541,Little West St & 1 Pl,Seaman Ave & Beak St,2.0
168556,Little West St & 1 Pl,St Johns Pl & Washington Ave,2.0
168559,Little West St & 1 Pl,St Marks Pl & 4 Ave,2.0
168563,Little West St & 1 Pl,St. Nicholas Terrace & Convent Ave,2.0
160550,Kent Ave & S 11 St,Forsyth St & Broome St,2.0
160560,Kent Ave & S 11 St,Frost St & Debevoise Ave,2.0
27526,4 Ave & 3 St,Wyckoff St & 3 Ave,2.0
27529,4 Ave & 3 St,Yankee Ferry Terminal,2.0
113382,E 25 St & 1 Ave,Wyckoff St & Nevins St,2.0
9936,12 Ave & W 125 St,Reade St & Broadway,2.0
168579,Little West St & 1 Pl,Tompkins Ave & Hopkins St,2.0
168581,Little West St & 1 Pl,Underhill Ave & Pacific St,2.0
246818,W 43 St & 10 Ave,Icahn Stadium,2.0
246819,W 43 St & 10 Ave,Kent Ave & Division Ave,2.0
36594,5 Ave & W 131 St,Riverside Blvd & W 67 St,2.0
36606,5 Ave & W 131 St,W 120 St & Claremont Ave,2.0
160522,Kent Ave & S 11 St,E 2 St & Avenue C,2.0
160532,Kent Ave & S 11 St,E 53 St & Madison Ave,2.0
160534,Kent Ave & S 11 St,E 6 St & Avenue B,2.0
160542,Kent Ave & S 11 St,Eastern Pkwy & Washington Ave,2.0
122423,E 56 St & Madison Ave,12 Ave & W 125 St,2.0
122426,E 56 St & Madison Ave,2 Ave & E 125 St,2.0
122431,E 56 St & Madison Ave,3 St & 3 Ave,2.0
122438,E 56 St & Madison Ave,48 Ave & 5 St,2.0
246813,W 43 St & 10 Ave,Front St & Washington St,2.0
3204,1 Ave & E 44 St,Broadway & 12 St,2.0
3213,1 Ave & E 44 St,Broadway & Moylan Pl,2.0
3215,1 Ave & E 44 St,Broadway & W 122 St,2.0
53355,Atlantic Ave & Furman St,Greenwich St & W Houston St,2.0
53362,Atlantic Ave & Furman St,Harman St & Seneca Ave,2.0
168571,Little West St & 1 Pl,Sterling St & Bedford Ave,2.0
252287,W 64 St & Thelonious Monk Circle,Adam Clayton Powell Blvd & W 141 St,2.0
